Name,Sold,Amount,Profit,Id
Chicken Style Flakes (Unflavored) (4 oz.),2,8.92,6.8,21070
Chickenish Seasoning (10 lb.),2,503.91,202.31,96013
Chorizo Flavored Crumbles (25 lbs),2,419.9,202.4,22108
Freeze Dried Cherries (30 Lb. Wholesale Box),2,1599.9,536.5,50368
Freeze Dried Mango Powder & Bits (4 Cups),2,50,-1.26,50161-2
Northern Bean Stew Mix - PLAIN (25 lb. Bulk Box),2,323.91,125.57,95066
Organic Freeze-Dried Apple Dices (20 Lb. Wholesale Box),2,1479.91,445.11,70128
Organic Freeze-Dried Banana Dices (20 Lb. Wholesale Box),2,842.7,317.9,70108
Organic Freeze-Dried Blueberries (25 Lb. Wholesale Box),2,1859.9,605.9,70188
Organic Tomato Powder (44 lb. Wholesale Box),2,1599.9,768.34,70118
Taco Flavored Bits (20 lbs),2,305.91,177.09,20056
"Textured Soy Protein (Non-GMO, Unflavored) (30 lb)",2,269.92,118.52,22088
Beef Style Bits (Unflavored) (15 lbs.),1,74.96,39.55,21016
Chili Boost Seasoning (10 lb.),1,279.95,239.48,96073
Dehydrated Apple Chips (12 Lb Wholesale Box),1,199.95,90.35,50228
"Dried Mushrooms, Sliced (20 lbs)",1,799.95,396.95,10138
"Dried Mushrooms, Sliced (5 lbs)",1,239.95,135.41,10136
Dried Shallots (44 lbs),1,503.96,174,10248
FREE Bonus Surprise (Limit 1),1,0,0,2084
Freeze Dried Apple Dices (20 Lb. Wholesale Box),1,729.95,242.75,50128
Freeze Dried Peach Powder & Bits (4 Cups),1,25,-6.78,50281-2
Freeze Dried Raspberries (20 Lb. Wholesale Box),1,1062.46,225.46,50198
Navy Bean Soup Mix - PLAIN (25 lb. Bulk Box),1,179.95,84.89,95056
Portabella Mushroom Powder & Bits (4 Cups),1,19.95,14.61,11062-2
