Name,Sold,Amount,Profit,Id
Garden Veggie Chickenish Soup (2.15 oz),169,673.55,470.91,94011
Dried Celery (8 oz),166,2643.24,1939.02,10022
"Dried Red Bell Peppers, OG (12 oz)",166,3594.38,2415.78,70302
Dried Chives (2 oz),157,1990.45,1486.48,10232
Dried Leeks (.5 oz),156,483.02,401.9,10170
Unbelievable Black Bean Chili (2.65 oz),156,614.2,425.44,94081
"Dried Garlic, Gourmet Minced (6 oz)",155,1060.61,755.26,10270
Dried Shallots (8 oz),148,2581.9,1858.38,10242
"Dried Potatoes, Diced (40 oz)",147,5594.92,3758.2,10034
Freeze Dried Mangoes (4 oz),146,3570.33,2619.87,50162
"Dried Potatoes, Diced (10.5 oz)",145,1895.75,1313.72,10032
"Organic Vegetable Pantry Stuffer (8 Varieties, Quart Size)",142,17159.1,9828.1,79016
Dried Carrots (58 oz),141,5347.71,3357.75,10014
Black Bean Flakes (11.5 oz),140,1429.04,860.05,12002
Flavored Plant-Based Protein Sampler (6 ZIP Pouches),138,3006.65,1926.11,29020
Pinto Bean Flakes (12 oz),137,1413.29,835.05,12202
Value Soup Variety Pack (12 Bags),135,8534.2,5259.1,96020
"Dried Sweet Potatoes, Jar (19.5 oz)",134,2740.36,1924.3,10222
Black Beans (4 lbs),133,5029.6,3223.46,12044
Freeze Dried Green Peas (10 oz.),133,2448.55,1572.94,60182
Freeze Dried Peach Dices (2 oz),133,3180.57,2398.53,50282
"Clear ZIP Pouches, 1 Cup Size (50 Count)",132,1217.84,557.84,90100
"Dried Mushrooms, Sliced (3 oz)",132,2064.96,1439.2,10132
Dried Tomato Dices (8 oz),130,2290.44,1644.34,10152
Organic Dried Carrots (13.8 oz),130,3128.76,2139.46,70012
Dried Spinach Flakes (4 oz),127,1637.95,1236.85,10142
Organic Dried Spinach Flakes (2.75 oz),127,2458.19,1997.18,70142
Dried Cabbage (24 oz),126,3640.37,2542.91,10124
Dried Jalapeno Dices (1.5 oz),125,485.85,345.85,10160
"Dried Zucchini, Diced (10 oz)",125,2106.39,1378.88,10262
Dried Broccoli Flowerets (30 oz),123,5511.84,3146.55,10094
Pinto Bean Flakes (3 oz),123,238.95,133.17,12200
Dried Cabbage (6 oz),122,1557.86,1174.78,10122
Organic Tomato Powder (24 oz),122,4600.5,2952.28,70112
Freeze Dried Pineapple Chunks (6 oz),121,2893.06,1811.32,50172
"Deluxe Fruit Assortment (12 Jars, Quart Size)",117,26541.29,15383,50124
Bean & Legume Sampler (8 ZIP Pouches),116,3080.48,1850.88,19020
Black Beans (16 oz),116,1530.44,985.06,12042
Dried Corn (5 oz),116,683.08,451.08,10100
"Dried Potatoes, Diced (2.25 oz)",116,457.02,372.34,10030
"Dried Potatoes, Sliced (10 lbs)",116,9423.98,5527.56,10046
Freeze Dried Soybeans (8 oz),116,2300.2,1361.76,60242
Dried Green Beans (2 oz),115,677.13,541.43,10070
Freeze Dried Pineapple Dices (5 oz),115,2763.81,1656.36,51172
"Clear ZIP Pouches, 2.5 Cup Size, Heavy Duty (50 Count)",113,1765.97,861.97,90101
Organic Dried Onions (15.75 oz),113,2737.01,2125.68,70082
Tomato Powder (24 oz),113,3285.43,2243.57,10112
Dried Butternut Squash (3 oz),111,547.97,424.76,10290
Creamy Good Corn Chowder (3.25 oz.),110,771.61,542.91,94060
Dried Sweet Peas (4 oz),110,643.82,462.32,10060
Beefish Stew Mix - PLAIN (3 oz),109,381.55,269.28,95021
Dried Green Beans (8 oz),109,2244.11,1467.19,10072
Dried Celery (33 oz),108,4369.87,2936.59,10024
Garbanzo Beans (25 lbs),108,14906.92,5653.48,12096
Deluxe Plant-Based Protein Sampler (12 ZIP Pouches),107,3998.85,2492.54,29040
Dried Onions (58 oz),107,5313.57,3373.27,10084
Organic Dried Green Bell Peppers (8 oz),106,2149.74,1356.86,70312
Tomato Powder (5 lbs),105,6918.65,3855.68,10114
Dried Tomato Dices (32 oz),103,4056.61,2493.07,10154
Great Northern Beans (25 lbs),102,15052.53,6099.99,12066
Black Bean Flakes (2.5 oz),101,297.07,220.31,12000
Dried Corn (12 oz),101,1961.13,1169.29,10102
"Dried Sweet Potatoes, Jug (64 oz)",101,5331.67,3318.51,10224
Dried Green Beans (30 oz),99,5160.85,2911.94,10074
Lentil Soup Mix - PLAIN (14.5 oz),99,1693.34,1228.7,95042
"Clear Jar, 1 Quart Size (1 Count)",97,284.23,184.32,90200
Dried Spinach Flakes (16 oz),96,2695.44,1924.56,10144
Soup & Chili Mix Sampler (12 ct),96,3703.03,2280.31,96070
Organic Dried Pumpkin Dices (13 oz),94,2253.02,1412.66,70032
"Dried Potatoes, Sliced (24 oz)",93,1908.97,1202.02,10044
Free Jar of Freeze-Dried Fruit,92,0,0,1876-2
Freeze-Dried Mushrooms (1.5 oz.),92,1835.4,1397.48,60262
Southwest Style Mixed Bean Chili (2.75 oz),92,351.4,241,94091
Dried Sweet Peas (16 oz),91,1848.49,1281.25,10062
Southwest Style Mixed Bean Chili (5.5 oz),91,623.05,462.96,94050
Freeze Dried Strawberry Powder (4 Cups / 64 Tbs),90,4460.3,2081.6,50101
Super Savory Split Pea Soup (3.5 oz),90,440.5,323.5,94031
Freeze Dried Blackberries (4 oz.),88,2120.75,1499.47,50322
Beef Flavored Bits (3 oz),87,342.47,266.78,22010
Dried Jalapeno Dices (28 oz),87,3436.35,2073.63,10164
BACKPACKING Soup & Chili Kit (18 ct),86,5244.63,3264.91,96030
Dried Cabbage (26 lb),86,18142.32,7701.92,10128
Unbelievable Black Bean Chili (5.35 oz),84,596.3,445.38,94045
Dried Jalapeno Dices (6 oz),83,1267.97,818.85,10162
"Dried Peppers, Mixed (25 lbs)",82,19917.54,7579.54,10058
"Dried Mushrooms, Sliced (14 oz)",80,4025.58,2745.64,10134
Freeze Dried Green Peas (22 lb),80,24806.73,5871.73,60188
"Tropical Fruit Medley (4 Jars, Quart Size)",79,5661.53,3109.04,50114
Dried Carrots (40 lbs),77,19260.13,7494.73,10018
Chicken Flavored Bits (3 oz),76,299.02,232.9,22020
Lentils (16 oz),76,936.12,600.24,12012
Freeze Dried Papaya (3 oz),74,1800.09,1342.03,50242
Soup & Chili Mix Pantry Stuffer (12 ct),74,11997.11,7545.11,96060
Pinto Beans (16 oz),73,891.61,547.51,12082
Dried Sweet Peas (62 oz),72,3584.53,2047.57,10064
"Dried Zucchini, Diced (43 oz)",72,3602.04,2096.36,10264
Lentils (25 lbs),71,9867.49,3888.27,12016
Organic Dried Tomato Flakes (10 oz),71,1689.15,1293.68,70332
"Vegetable Pantry Stuffer (16 Varieties, Quart Size)",69,12324.53,6427.09,19016
Pinto Bean Flakes (48 oz),68,2676.64,1836.16,12204
Pinto Beans (4 lbs),68,2636.68,1599,12084
Super Savory Split Pea Soup (7 oz),68,478.71,339.89,94020
Garden Veggie Chickenish Soup (4.35 oz),67,476.65,362.59,94010
Chicken Flavored Bits (15 oz),66,1006.26,688.36,22022
Black Beans (4 oz),65,256.75,191.75,12040
Beef Flavored Bits (46 oz),64,2058.32,1240.95,22014
Freeze Dried Banana Powder (4 Cups / 64 Tbs),62,3030.12,1633.26,50141
Greek Lentil Soup with Quinoa (3 oz),61,294.03,215.34,94041
Italian Vegetable Soup Mix - PLAIN (12.5 oz),61,1105.02,774.1,95102
Bacon Flavored Bits (14 oz),60,817,545,22052
Bacon Flavored Bits (3 oz),60,235.82,184.82,22050
Dried Cabbage (8 lbs),60,5463.07,3292.65,10126
Corn Chowder Mix - PLAIN (10 oz),59,1021.22,709.06,95112
"Dried Potatoes, Diced (20 lbs)",59,6872.46,3602.29,10036
Sausage Flavored Crumbles (15 oz),59,1021.05,736.55,22072
Black Bean Flakes (46 oz),58,2247.17,1556.39,12004
"Dried Mushrooms, Bits & Pieces (24 oz)",58,3969.65,2463.97,10184
Beef Flavored Bits (14 oz),57,895.67,622.47,22012
Dark Kidney Beans (60 oz.),57,2079.34,1151.38,12074
Sausage Flavored Crumbles (3 oz),57,225.15,174.99,22070
Chicken Flavored Bits (50 oz),56,2103.43,1393.35,22024
Dried Leeks (3 oz),56,721.3,562.26,10172
Garbanzo Beans (16 oz),56,677.12,411.33,12092
Red Beans (25 lbs),56,8041.03,3250.23,12036
Dried Carrots (20 lbs),55,8211.33,3928.56,10016
Sliced Shiitake Mushrooms (1.75 oz.),55,1097.25,719.4,11022
Taco Flavored Bits (20 oz),55,948.17,646.6,20052
Captain John's Navy Bean Soup (5.9 oz),54,376.3,278.25,94030
Dark Kidney Beans (16 oz),54,694.14,409.17,12072
Hearty Texas Beefish Stew (4.85 oz),53,376.35,262.43,94015
Garbanzo Beans (4 oz),51,201.45,150.45,12090
"Cookbook: Soup Mixes, Using Dehydrated Products",50,1147.5,696,96300
Freeze Dried Blueberry Powder (4 Cups / 64 Tbs),50,3468.4,1261.9,50181
Greek Lentil Soup with Quinoa (6 oz),50,349,251.7,94025
Dried Green Beans (10 lbs),48,9393.24,4432.34,10076
Great Northern Bean Stew (2.85 oz),48,237.6,177.12,94061
Chorizo Flavored Crumbles (4 oz),47,229.69,172.82,22100
Dried Corn (48 oz),47,3028.79,1676.6,10104
Dried Vegetable Soup Mix (30 lbs),47,14116.65,6119.05,10218
Hearty Texas Beefish Stew (2.4 oz),47,232.65,162.82,94021
PHONE CUSTOM PRODUCT,47,-5730.136,-5730.136,0
Garbanzo Beans (4 lbs),46,1777.76,1126.86,12094
Lentils (3.75 lbs.),46,1807.73,1183.97,12014
Lentils (4 oz),46,181.7,139.38,12010
Mixed Bean Chili Mix - PLAIN (15 oz),46,827.75,610.97,95092
Red Beans (16 oz),46,560.54,339.4,12032
Nutritional Yeast Flakes (2 oz),45,265.97,195.77,32000
Freeze Dried Pineapple Powder (4 Cups / 64 Tbs),44,2622.08,1094.84,50171
Captain John's Navy Bean Soup (2.95 oz),43,212.85,159.96,94051
Creamy Good Corn Chowder (1.6 oz),43,209.36,151.31,94111
"Dried Mushrooms, Bits & Pieces (6 oz)",43,1269.89,868.7,10182
Red Beans (4 lbs),43,1647.92,997.33,12034
Seasoning Kit (4 count),43,1529.35,913.34,96081
Chicken Style Chunks (Unflavored) (46 oz),42,1233.9,718.56,21064
Great Northern Beans (16 oz),42,557.47,337.99,12062
Split Pea Soup Mix - PLAIN (21 oz),41,738.77,535.42,95032
Dried Onions (18 lbs),40,6665.9,3359.72,10086
Unflavored Plant-Based Protein Sampler (6 ZIP Pouches),40,759.76,503.7,29030
Vegetable Chili Mix - PLAIN (12.5 oz),40,710.05,532.45,95122
Dried Leeks (12 oz),39,910.64,632.18,10174
Black Bean Chili Mix - PLAIN (13.5 oz),38,685.81,502.13,95082
Chorizo Flavored Crumbles (16 oz),38,665.1,450.75,22102
Verylicious Veggie Chili (2.5 oz),38,188.1,142.5,94121
"Bean & Legume Pantry Stuffer (8 Varieties, Quart Size)",37,3257,1655.56,19021
Gourmet Lion's Mane Mushrooms (Pom Pom) (2.25 oz.),37,1108.15,789.58,11072
Corn Chowder Mix - PLAIN (14 lb. Bulk Box),36,5866.07,3076.56,95116
Dried Vegetable Soup Mix (16 lbs),36,6547.66,3270.24,10216
Dried Tomato Dices (12 lbs),34,4916.59,2252.22,10156
Lentil Soup Mix - PLAIN (25 lb. Bulk Box),34,5615.74,2818.48,95046
Mixed Bean Chili Mix - PLAIN (23 lb. Bulk Box),34,5439.04,2992.12,95096
Navy Beans (16 oz),34,452.3,266.52,12052
Oyster Mushrooms (1.75 oz.),34,678.3,485.52,11032
BACKPACKING Soup & Chili Kit COMBO,33,2817.9,1547.69,96035
Taco Flavored Bits (4 oz),33,163.35,129.03,20050
"Vegetable Family Pack (16 Varieties, Gallon Size)",33,15366.38,7034.22,19017
Bacon Flavored Bits (46 oz),32,962.46,569.21,22054
Gourmet Maitake Mushrooms (1.5 oz.),32,638.4,425.6,11012
Italian Vegetable Soup Mix - PLAIN (20 lb. Bulk Box),32,5160.57,2387.73,95106
Beef Style Chunks (Unflavored) (12 oz.),31,402.3,283.29,21032
"Textured Soy Protein (Non-GMO, Unflavored) (45 oz)",31,908.96,614.46,22084
Beef Style Chunks (Unflavored) (48 oz.),30,938.5,609.38,21034
Chickenish Soup Mix - PLAIN (12 oz),30,552.51,405.84,95012
Dried Onions (35 lbs),30,7736.6,2927.95,10088
"Dried Peppers, Mixed (14 lbs)",30,5072.33,2571.83,10056
Pinto Beans (25 lbs),30,4821.17,2295.15,12086
Taco Flavored Bits (78 oz),30,1508.5,942.16,20054
Corn Chowder Mix - PLAIN (2.5 oz),28,136.1,101.94,95111
Dried Butternut Squash (20 lb),28,5431.97,2781.07,10296
"Flavored Plant-Based Protein Pantry Stuffer (6 Varieties, Quart Size)",28,2171.75,1263.83,29022
Northern Bean Stew Mix - PLAIN (16 oz),28,508.62,371.42,95062
Navy Beans (4 lbs),27,1060.66,642.7,12054
"Textured Soy Protein (Non-GMO, Unflavored) (10 oz)",27,345.77,261.26,22082
Beefish Stew Mix - PLAIN (10.5 oz),26,466.73,347.87,95022
Deluxe Soup Variety Pack (12 Bags /w cooker),26,2302.8,1313.33,96010
Dried Celery (25 lbs),26,6904.17,2585.17,10028
Dried Jalapeno Dices (30 lbs),26,11450.71,5307.71,10168
Lentil Soup Mix - PLAIN (4 oz),26,128.7,99.58,95041
Tomato Plus Seasoning (3.75 oz),26,283.38,230.34,96051
Beefish Quinoa with Mushrooms (2.30 oz),25,123.75,89.25,94071
Freeze-Dried Mushroom Dices (10 lb),25,5534.76,4487.26,60278
Great Northern Bean Stew (5.75 oz),25,175.75,128.85,94035
"Bean & Legume Family Pack (8 Varieties, Gallon Size)",24,5858.81,2748.89,19022
"Dried Potatoes, Diced (40 lbs)",24,5964.47,2805.47,10038
Split Peas (22 oz),24,322.8,191.7,12022
Tomato Powder (44 lb. Wholesale Box),24,9669.24,4259.1,10118
Chicken Style Chunks (Unflavored) (10 oz),23,297.85,203.78,21062
Chickenish Seasoning (5.5 oz),23,250.53,128.63,96011
Dark Kidney Beans (4 oz),23,90.85,65.78,12070
Dried Sweet Potatoes (25 lbs),23,5381.75,2662.7,10226
Great Northern Beans (4 lbs),23,858.91,494.59,12064
"Mushroom Pantry Stuffer (7 Varieties, Quart Size)",23,2879.73,1830.7,11092
Nutritional Yeast Flakes (10 oz),23,547.85,389.64,32002
Portabella Mushrooms (1.75 oz.),23,458.85,336.03,11062
Beef Style Chunks (Unflavored) (25 lbs.),22,3428.58,1761.08,21038
Chili Boost Seasoning (3.25 oz),22,235.28,190.62,96071
Pinto Beans (4 oz),22,86.9,64.02,12080
Potato Starch (6 oz),22,130.9,98.34,30030
Royal Trumpet Mushrooms (1.5 oz.),22,592.9,446.6,11042
Beef Flavored Bits (25 lbs),21,3550.46,1762.71,22018
Champignon Mushrooms (2.25 oz.),21,418.95,297.36,11052
Custom Blend,21,3952,3952,7998
Soup & Chili Mix Sampler COMBO,21,1320.99,716.4,96079
Chickenish Soup Mix - PLAIN (20 lb. Bulk Box),20,2951.85,1665.43,95016
Freeze Dried Strawberries (15 Lb. Wholesale Box),20,12428.91,4092.91,50108
Great Northern Beans (4 oz),20,79,57,12060
Red Beans (4 oz),20,79,59.2,12030
Beefish Quinoa with Mushrooms (4.65 oz),19,129.49,89.05,94040
Black Bean Flakes (18 lbs),19,2992.47,1847.72,12006
Dried Tomato Dices (25 lbs),19,4858.51,1813.01,10158
"Flavored Plant-Based Protein Family Pack (6 Varieties, Gallon Size)",19,3441.05,1787.1,29024
Navy Beans (25 lbs),19,3214.27,1572.5,12056
Textured Soy Protein (Unflavored) (42 oz),19,375.05,226.66,21084
Dark Kidney Beans (25 lbs),18,2913.47,1267.82,12076
Navy Beans (4 oz),18,71.1,50.76,12050
Pinto Bean Flakes (18 lbs),17,2722.57,1692.2,12206
Split Peas (5 lbs),17,609.22,327.87,12024
Dried Spinach Flakes (20 lbs),16,4122.17,1601.17,10148
Freeze Dried Raspberry Powder (4 Cups / 64 Tbs),16,1279.2,444.32,50191
Italian Vegetable Soup Mix - PLAIN (3.5 oz),16,79.2,60.32,95101
Navy Bean Soup Mix - PLAIN (15 oz),16,299.2,216.9,95052
Organic Dried Sweet Potatoes (40 lbs),16,6959.3,3327.3,70228
Sausage Flavored Crumbles (50 oz),16,639.2,432.8,22074
Split Peas (6 oz),16,63.2,43.84,12020
Chicken Flavored Bits (25 lbs),14,2195.88,992.88,22028
Chicken Style Chunks (Unflavored) (30 lbs.),14,2632.5,1327.9,21068
Dried Chives (10 lbs),14,3336.81,1572.81,10238
Dried Jalapeno Dices (8 lbs),14,2099.3,1265.52,10166
"Dried Zucchini, Diced (20 lbs)",14,3518.41,1656.41,10268
Freeze Dried Papaya Powder & Bits (4 Cups),14,309.6,47.94,50241-2
Freeze Dried Strawberry Powder & Bits (4 Cups),14,350,-0.84,50101-2
Black Bean Chili Mix - PLAIN (23 lb. Bulk Box),13,2239.35,1207.13,95086
Dried Broccoli Flowerets (12 lbs),13,2587.42,1313.69,10096
Dried Spinach Flakes (5 lbs),13,1155.42,739.94,10146
"Dried Zucchini, Diced (10 lbs)",13,1769.41,925.58,10266
Northern Bean Stew Mix - PLAIN (4 oz),13,64.35,50.44,95061
"Unflavored Plant-Based Protein Family Pack (6 Varieties, Gallon Size)",13,2082.15,1282.39,29034
Beefish Seasoning (4.5 oz),12,131.4,76.32,96031
Chorizo Flavored Crumbles (60 oz),12,530.67,318.15,22104
Dried Broccoli Flowerets (30 lbs),12,4943.49,2028.99,10098
Freeze Dried Banana Slices (20 Lb. Wholesale Box),12,4543.44,1401.84,50148
Sea Salt (38 oz),12,342.46,206.4,30022
Split Pea Soup Mix - PLAIN (30 lb. Bulk Box),12,1924.04,880.24,95036
Split Pea Soup Mix - PLAIN (5.25 oz),12,59.4,45.84,95031
Bacon Flavored Bits (25 lbs),11,1566.28,672.53,22058
Beefish Soup Mix with Mushrooms - PLAIN (12 oz),11,207.45,143.43,95072
Chickenish Soup Mix - PLAIN (3.5 oz),11,54.45,43.34,95011
Dried Corn (20 lbs),11,2557.51,1261.42,10106
Dried Leeks (5 lbs),11,922.73,570.62,10176
Sea Salt (10 oz),11,65.45,48.62,30020
Chicken Style Bits (Unflavored) (12 oz),10,129.5,94.5,21022
Dried Celery (10 lbs),10,1423.54,736.29,10026
Freeze Dried Raspberry Powder & Bits (4 Cups),10,250,-46.8,50191-2
Freeze Dried Super Sweet Corn (19 lb),10,3687.52,1756.44,60128
Textured Soy Protein (Unflavored) (10 oz),10,102.5,72.47,21082
Tomato Powder (30 lbs),10,2879.52,1334.42,10116
"Unflavored Plant-Based Protein Pantry Stuffer (6 Varieties, Quart Size)",10,572.51,346.12,29032
Vegetable Chili Mix - PLAIN (20 lb. Bulk Box),10,1651.52,911.08,95126
Freeze Dried Apple Dices (20 Lb. Wholesale Box),9,6719.59,2334.79,50128
Mixed Bean Chili Mix - PLAIN (3.75 oz),9,44.55,35.1,95091
Nutritional Yeast Flakes (36 oz),9,569.55,380.25,32004
"Textured Soy Protein (Non-GMO, Unflavored) (2 oz)",9,35.55,30.33,22080
Vegetable Chili Mix - PLAIN (3.75 oz),9,44.55,35.1,95121
Dried Leeks (14 lbs),8,1539.61,688.41,10178
Organic Dried Carrots (40 lbs),8,2767.65,951.65,70018
"Textured Soy Protein (Non-GMO, Unflavored) (15 lbs)",8,795.6,479.92,22086
Textured Soy Protein (Unflavored) (15 lbs),8,639.6,373.12,21086
Beef Style Bits (Unflavored) (40 oz),7,209.65,140.07,21014
Beefish Stew Mix - PLAIN (18 lb. Bulk Box),7,1192.85,731.44,95026
Black Bean Chili Mix - PLAIN (3.75 oz),7,34.65,27.02,95081
Chicken Style Bits (Unflavored) (3 oz.),7,27.65,22.89,21020
Chicken Style Bits (Unflavored) (44 oz),7,209.65,139.58,21024
Chicken Style Chunks (Unflavored) (3 oz),7,27.65,22.05,21060
Freeze Dried Cherries (30 Lb. Wholesale Box),7,5359.67,1637.77,50368
Freeze Dried Peach Powder & Bits (4 Cups),7,175,-47.46,50281-2
Navy Bean Soup Mix - PLAIN (4 oz),7,34.65,27.3,95051
Potato Starch (24 oz),7,160.65,115.08,30032
Beef Style Bits (Unflavored) (2.5 oz),6,22.52,18.44,21010
Beefish Soup Mix with Mushrooms - PLAIN (3.75 oz),6,28.71,21.21,95071
CrockPot 2 Qt. Slow Cooker,6,149.7,77.7,96000
"Dried Mushrooms, Bits & Pieces (20 lbs)",6,3210.93,1336.53,10188
Dried Sweet Peas (25 lbs),6,1575.74,802.94,10066
Gift Certificate,6,425,425,1876
Organic Dried Tomato Flakes (25 lbs),6,2459.7,1208.92,70338
Beef Style Bits (Unflavored) (10 oz.),5,64.75,47.35,21012
Beef Style Pieces (Unflavored) (2.5 oz.),5,14.57,11.62,21090
Chicken Style Chunks (Unflavored) (15 lbs),5,549.75,320.95,21066
Chickenish Seasoning (3 lb.),5,545.35,368,96012
Dried Corn (50 lbs),5,2067.79,642.79,10108
Freeze Dried Blackberry Powder & Bits (4 Cups),5,125,-7.15,50321-2
Freeze Dried Blueberries (25 Lb. Wholesale Box),5,4959.75,1959.75,50188
Freeze Dried Blueberry Powder & Bits (4 Cups),5,125,-72.8,50181-2
Freeze Dried Mango Dices (25 Lb. Wholesale Box),5,4094.78,1114.78,50168
Freeze Dried Pineapple Powder & Bits (4 Cups),5,125,-35.3,50171-2
Freeze-Dried Strawberries (13 Lb. Wholesale Box),5,2092.93,282.13,50108D
Sea Salt (8 lbs),5,319.79,144.49,30024
Split Peas (35 lbs),5,791.71,323.16,12026
Taco Flavored Bits (20 lbs),5,815.76,493.71,20056
Textured Soy Protein (Unflavored) (2.5 oz.),5,19.75,16.8,21080
Beef Style Chunks (Unflavored) (2.5 oz),4,15.8,13.04,21030
Beef Style Pieces (Unflavored) (10 oz),4,51.8,39.32,21092
Chili Boost Seasoning (3 lb.),4,439.8,396.72,96072
"Dried Mushrooms, Bits & Pieces (7 lbs)",4,849.83,403.03,10186
"Dried Mushrooms, Sliced (20 lbs)",4,2375.8,963.8,10138
Freeze Dried Apple Powder & Bits (4 Cups),4,100,28.96,50121-2
Freeze-Dried Banana Slices (22 Lb. Wholesale Box),4,1413.15,264.03,50148D
Navy Bean Soup Mix - PLAIN (25 lb. Bulk Box),4,679.8,387.88,95056
Organic Tomato Powder (44 lb. Wholesale Box),4,1920.68,532.12,70118
Textured Soy Protein (Unflavored) (30 lb),4,599.8,343.8,21088
Beef Style Bits (Unflavored) (30 lbs.),3,449.85,245.25,21018
Beefish Soup Mix with Mushrooms - PLAIN (22 lb. Bulk Box),3,441.87,183.81,95076
Chicken Style Flakes (Unflavored) (4 oz.),3,14.65,11.47,21070
Chorizo Flavored Crumbles (25 lbs),3,609.85,303.6,22108
"Dried Garlic, Gourmet Minced (50 lb)",3,1637.87,806.87,10278
Dried Shallots (12 lbs),3,559.86,288.75,10246
Dried Sweet Peas (44 lbs),3,1011.24,422.64,10068
Freeze Dried Peach Dices (20 lb. Wholesale Box),3,2279.86,1020.91,50288
Freeze Dried Pineapple Dices (20 Lb. Wholesale Box),3,1983.46,518.86,51178
Northern Bean Stew Mix - PLAIN (25 lb. Bulk Box),3,449.87,199.8,95066
Organic Dried Spinach Flakes (20 lbs),3,1199.85,506.85,70148
Potato Starch (5 lbs),3,174.85,118.85,30034
Sausage Flavored Crumbles (25 lbs),3,519.87,262.62,22078
Taco Flavored Bits (25 lbs),3,599.85,355.35,20058
Beef Style Pieces (Unflavored) (42 oz),2,59.9,42.14,21094
Beefish Seasoning (3 lb.),2,197.91,126.97,96032
Chicken Style Bits (Unflavored) (30 lbs.),2,269.91,132.31,21028
Chicken Style Flakes (Unflavored) (12 oz),2,29.9,21.12,21072
Freeze Dried Banana Powder & Bits (4 Cups),2,50,23.08,50141-2
Freeze Dried Mango Powder & Bits (4 Cups),2,50,-1.26,50161-2
Freeze Dried Pineapple Chunks (25 Lb. Wholesale Box),2,1619.91,446.91,50178
Freeze Dried Soybeans -- Edamame (30 lb),2,1399.9,550.1,60248
Freeze-Dried Apple Dices (10 Lb. Wholesale Box),2,610.95,116.75,50128D
Organic Dried Kale Flakes (20 lbs.),2,879.9,458.22,70328
Organic Dried Onions (35 lbs),2,829.9,422.95,70088
Shipping Adjustment,2,0,0,99900
Beef Style Bits (Unflavored) (15 lbs.),1,99.95,64.54,21016
Beef Style Chunks (Unflavored) (12 lbs.),1,109.95,73.64,21036
Beef Style Pieces (Unflavored) (30 lbs.),1,149.95,85.95,21098
Beefish Seasoning (25 lb.),1,599.95,257.05,96034
Chicken Style Bits (Unflavored) (15 lbs.),1,99.95,64.24,21026
Chili Boost Seasoning (10 lb.),1,199.96,167.31,96073
"Dried Mushrooms, Sliced (5 lbs)",1,159.96,68.65,10136
"Dried Red Bell Peppers, OG (30 lbs)",1,499.95,233.45,70308
