Name,Sold,Amount,Profit,Id
Dried Shallots (44 lbs),1,629.95,299.99,10248
FREE Bonus Surprise (Limit 1),1,0,0,2084
"Freeze-Dried Mushrooms, Sliced (10 lb)",1,699.95,288.25,60268
Freeze-Dried Raspberries (17 Lb. Wholesale Box),1,915.53,203.03,50198D
Gourmet Maitake Mushroom Powder & Bits (4 Cups),1,19.95,13.3,11012-2
Organic Dried Green Bell Peppers (20 lbs),1,399.95,207.95,70318
Organic Dried Pumpkin Dices (50 lbs),1,479.96,86.46,70038
Organic Dried Red Beet Dices (55 lbs),1,599.95,266.8,70028
"Textured Soy Protein (Non-GMO, Unflavored) (30 lb)",1,179.95,104.25,22088
Tomato Plus Seasoning (10 lb.),1,199.96,85,96053
Tomato Plus Seasoning (3 lb.),1,109.95,74.48,96052
