Name,Sold,Amount,Profit,Id
Soup & Chili Mix Pantry Stuffer (12 ct),190,32110.31,21523.51,96060
Dried Jalapeno Dices (1.5 oz),185,909.83,702.63,10160
"Dried Red Bell Peppers, OG (12 oz)",185,4593.27,3279.77,70302
Freeze Dried Peach Dices (2 oz),183,4257.35,3022.85,50282
Dried Cabbage (24 oz),182,8081.98,6496.76,10124
Organic Dried Onions (15.75 oz),180,4473.5,3499.7,70082
Dried Butternut Squash (3 oz),178,1057.32,859.74,10290
"Dried Sweet Potatoes, Jug (64 oz)",174,9114.24,5846.52,10224
Tomato Powder (5 lbs),171,9508,5828.08,10114
"Dried Peppers, Mixed (36 oz)",169,8031.87,5131.83,10054
Black Beans (4 lbs),167,6441.88,4174.02,12044
Value Soup Variety Pack (12 Bags),167,11614.45,7563.03,96020
"Clear ZIP Pouches, 1 Cup Size (50 Count)",163,1619.98,804.98,90100
Dried Sweet Peas (16 oz),162,3196.02,2224.02,10062
Dried Green Beans (30 oz),160,7003.15,4473.55,10074
"Dried Mushrooms, Bits & Pieces (6 oz)",160,3725.12,2516.59,10182
Dried Celery (33 oz),159,6142.26,4366.23,10024
"Tropical Fruit Medley (4 Jars, Quart Size)",159,12308.65,8004.1,50114
Dried Corn (5 oz),157,927.03,613.03,10100
"Dried Potatoes, Diced (2.25 oz)",154,762.3,649.88,10030
"Clear ZIP Pouches, 2.5 Cup Size, Heavy Duty (50 Count)",149,2450.94,1258.94,90101
Freeze Dried Apricots (2.5 oz),149,3558.99,2325.75,50262
Dried Sweet Peas (4 oz),148,878.82,634.62,10060
Freeze Dried Soybeans (8 oz),148,2623.26,1494.14,60242
Dried Tomato Dices (32 oz),147,6416.57,4185.11,10154
Dried Onions (58 oz),142,6943.02,4710.78,10084
Freeze Dried Strawberry Powder (4 Cups / 64 Tbs),142,7671.58,4014.42,50101
Dried Leeks (3 oz),141,2054.19,1653.75,10172
"Dried Potatoes, Sliced (10 lbs)",140,13540.24,9548.84,10046
Dried Jalapeno Dices (6 oz),139,2315.41,1575.93,10162
Unbelievable Black Bean Chili (5.35 oz),139,950.68,710.21,94045
Dried Corn (12 oz),137,2709.23,1635.15,10102
"Vegetable Family Pack (16 Varieties, Gallon Size)",137,58235.63,26726.33,19017
Dried Green Beans (2 oz),135,801.47,642.17,10070
Dried Spinach Flakes (16 oz),134,5283.37,4207.35,10144
Super Savory Split Pea Soup (7 oz),133,908.95,645.61,94020
Verylicious Veggie Chili (5 oz.),133,907.9,681.8,94065
Dried Carrots (40 lbs),131,25911.04,11110.84,10018
Creamy Good Corn Chowder (1.6 oz),130,638.5,463,94111
Dried Leeks (.5 oz),129,497.75,430.67,10170
Organic Dried Tomato Flakes (10 oz),129,3218.55,2500.02,70332
Freeze Dried Raspberry Powder (4 Cups / 64 Tbs),128,8748.74,4442.05,50191
Pinto Beans (4 lbs),128,4987.71,3170.11,12084
Organic Tomato Powder (24 oz),125,4407.79,2833.04,70112
Dried Sweet Peas (62 oz),123,6415.35,3923.37,10064
Black Beans (4 oz),122,598.44,476.44,12040
Southwest Style Mixed Bean Chili (5.5 oz),121,814.05,607.14,94050
Pinto Beans (16 oz),117,1835.83,1309.33,12082
Lentil Soup Mix - PLAIN (14.5 oz),116,1992.7,1461.42,95042
Taco Flavored Bits (4 oz),113,557.87,440.35,20050
Vegetable Chili Mix - PLAIN (12.5 oz),111,1957.53,1494.66,95122
"Dried Zucchini, Diced (43 oz)",110,4753.42,3177.12,10264
Dried Corn (48 oz),109,6158.4,3282.83,10104
Hearty Texas Beefish Stew (4.85 oz),109,754.05,527.33,94015
"Dried Potatoes, Diced (20 lbs)",108,11794.41,6177.33,10036
"Cookbook: Soup Mixes, Using Dehydrated Products",107,2455.65,1489.44,96300
"Dried Mushrooms, Bits & Pieces (24 oz)",107,5886,2905.48,10184
Organic Dried Green Bell Peppers (8 oz),106,2629.72,1836.84,70312
Dried Vegetable Soup Mix (16 lbs),105,19475.8,10801.31,10216
Verylicious Veggie Chili (2.5 oz),103,504.85,381.25,94121
Dried Jalapeno Dices (28 oz),99,4398.33,2900.46,10164
Dried Cabbage (26 lb),98,19994.92,10107,10128
Freeze Dried Banana Powder (4 Cups / 64 Tbs),98,4580.1,2562.63,50141
Super Savory Split Pea Soup (3.5 oz),98,481.35,353.95,94031
Captain John's Navy Bean Soup (5.9 oz),97,670.65,499.93,94030
Dried Jalapeno Dices (30 lbs),94,31274.14,11805.54,10168
Freeze Dried Blueberry Powder (4 Cups / 64 Tbs),94,6903.85,2920.15,50181
Great Northern Beans (25 lbs),94,13141.9,5282.01,12066
Garbanzo Beans (16 oz),93,1642.45,1221.16,12092
Tomato Plus Seasoning (3.75 oz),93,1008.16,818.44,96051
Lentils (16 oz),92,1528.92,1137.92,12012
Bacon Flavored Bits (14 oz),91,1527.19,1135.89,22052
Dried Vegetable Soup Mix (30 lbs),91,26477.31,12564.11,10218
Garden Veggie Chickenish Soup (2.15 oz),91,446.49,340.93,94011
Taco Flavored Bits (20 oz),90,1510.26,1038.66,20052
Dried Cabbage (8 lbs),89,7903,4997.15,10126
"Bean & Legume Pantry Stuffer (8 Varieties, Quart Size)",87,7740.62,4289.33,19021
Lentils (25 lbs),85,10809.34,4580.74,12016
Pinto Beans (4 oz),85,415.29,326.89,12080
Seasoning Kit (4 count),84,2916.5,1743.02,96081
Unbelievable Black Bean Chili (2.65 oz),84,411.32,309.68,94081
BACKPACKING Soup & Chili Kit COMBO,82,6582.1,3507.92,96035
Dried Butternut Squash (20 lb),82,16989.28,9838.06,10296
Captain John's Navy Bean Soup (2.95 oz),81,395.48,295.85,94051
Freeze Dried Papaya (3 oz),81,1922.4,1441.17,50242
Greek Lentil Soup with Quinoa (6 oz),81,559.45,405.55,94025
Corn Chowder Mix - PLAIN (10 oz),80,1421.64,1031.24,95112
Dark Kidney Beans (16 oz),80,1340.76,941.56,12072
"Dried Peppers, Mixed (25 lbs)",80,17350.2,6830.2,10058
"Bean & Legume Family Pack (8 Varieties, Gallon Size)",79,16414.13,6580.85,19022
Great Northern Bean Stew (2.85 oz),79,387.3,287.76,94061
Chicken Style Chunks (Unflavored) (46 oz),78,2691.1,1891.6,21064
Garden Veggie Chickenish Soup (4.35 oz),77,535.15,408.87,94010
Mixed Bean Chili Mix - PLAIN (15 oz),76,1351.6,1022.52,95092
Chickenish Soup Mix - PLAIN (12 oz),75,1346.25,1025.25,95012
Nutritional Yeast Flakes (2 oz),75,442.69,325.69,32000
Hearty Texas Beefish Stew (2.4 oz),74,359.84,256.98,94021
Red Beans (25 lbs),74,9646.74,4002.8,12036
Dried Green Beans (10 lbs),73,11589.87,6238.24,10076
Freeze Dried Pineapple Powder (4 Cups / 64 Tbs),73,4840.52,2351.74,50171
Greek Lentil Soup with Quinoa (3 oz),72,350.15,257.27,94041
Lentils (3.75 lbs.),71,2736.55,1773.79,12014
Great Northern Bean Stew (5.75 oz),70,486.5,357.7,94035
Chicken Flavored Bits (15 oz),69,1164.47,848.45,22022
Garbanzo Beans (4 lbs),69,2656.64,1680.29,12094
Dark Kidney Beans (60 oz.),68,2496.82,1389.78,12074
Nutritional Yeast Flakes (10 oz),68,1546.84,1090.56,32002
Red Beans (16 oz),67,1084.83,776.63,12032
Chicken Flavored Bits (3 oz),66,326.7,269.28,22020
Split Pea Soup Mix - PLAIN (21 oz),66,1184.7,871.2,95032
Beef Flavored Bits (14 oz),65,1091.59,805.59,22012
"Textured Soy Protein (Non-GMO, Unflavored) (10 oz)",64,1070.52,870.2,22082
Dried Onions (18 lbs),63,8456.26,4586.71,10086
Southwest Style Mixed Bean Chili (2.75 oz),63,307.89,232.29,94091
Beef Style Bits (Unflavored) (2.5 oz),62,305.42,263.26,21010
Dried Carrots (20 lbs),62,8553.76,4918.74,10016
Beef Flavored Bits (3 oz),61,301.95,248.88,22010
Black Bean Chili Mix - PLAIN (13.5 oz),61,1094.95,821.67,95082
Pinto Beans (25 lbs),61,8359.5,3746.34,12086
Lentils (4 oz),60,295.52,240.32,12010
Sausage Flavored Crumbles (3 oz),60,295.52,242.72,22070
Dried Jalapeno Dices (8 lbs),59,8640.09,5316.62,10166
Garbanzo Beans (4 oz),59,286.59,227.59,12090
Beef Style Bits (Unflavored) (40 oz),58,2002.61,1426.09,21014
Italian Vegetable Soup Mix - PLAIN (20 lb. Bulk Box),58,9447.17,4604.75,95106
Great Northern Beans (4 lbs),57,2227.2,1324.32,12064
Beef Style Chunks (Unflavored) (25 lbs.),55,7517.21,3667.21,21038
Dried Sweet Potatoes (25 lbs),55,11669.4,5929.85,10226
Dried Tomato Dices (12 lbs),53,7191.79,3548.78,10156
Navy Bean Soup Mix - PLAIN (15 oz),53,945.95,711.69,95052
Red Beans (4 lbs),53,2057.41,1255.52,12034
Chickenish Seasoning (5.5 oz),51,554.71,284.41,96011
Dried Leeks (12 oz),51,1757.97,1393.83,10174
Navy Beans (16 oz),51,877.79,607.49,12052
Northern Bean Stew Mix - PLAIN (16 oz),51,915.45,691.05,95062
Sausage Flavored Crumbles (15 oz),51,864.45,627.3,22072
Soup & Chili Mix Sampler COMBO,51,3553.46,2085.17,96079
Chili Boost Seasoning (3.25 oz),50,536.65,435.15,96071
Taco Flavored Bits (78 oz),49,2151.72,1372.13,20054
Beef Style Chunks (Unflavored) (48 oz.),48,1670.6,1196.36,21034
Great Northern Beans (16 oz),47,796.65,567.29,12062
Red Beans (4 oz),47,229.69,183.16,12030
Beef Style Chunks (Unflavored) (2.5 oz),46,223.72,191.98,21030
Dried Broccoli Flowerets (12 lbs),46,9556.38,5134.4,10096
Beefish Stew Mix - PLAIN (10.5 oz),45,807.75,622.8,95022
Chorizo Flavored Crumbles (16 oz),45,762.75,521.1,22102
Beef Flavored Bits (46 oz),44,1955.32,1429.96,22014
Dark Kidney Beans (4 oz),44,216.32,168.36,12070
Chicken Style Flakes (Unflavored) (4 oz.),43,209.57,181.62,21070
Beef Style Bits (Unflavored) (10 oz.),42,627.9,481.74,21012
Chicken Style Chunks (Unflavored) (30 lbs.),42,6135.86,3158.06,21068
Dried Celery (25 lbs),42,9223.01,3841.01,10028
Lentil Soup Mix - PLAIN (4 oz),42,205.4,158.36,95041
Beefish Seasoning (4.5 oz),41,445.65,257.46,96031
Chicken Style Chunks (Unflavored) (3 oz),41,201.47,173.18,21060
Corn Chowder Mix - PLAIN (14 lb. Bulk Box),41,6309.2,3306.77,95116
"Dried Peppers, Mixed (14 lbs)",41,6706.16,3681.93,10056
PHONE CUSTOM PRODUCT,41,-5648.19,-5648.19,0
Split Pea Soup Mix - PLAIN (5.25 oz),41,198.47,152.14,95031
Garbanzo Beans (25 lbs),40,5154.83,2086.43,12096
Beef Style Chunks (Unflavored) (12 oz.),39,583.05,439.92,21032
Dried Tomato Dices (25 lbs),39,9597.99,4119.74,10158
Deluxe Soup Variety Pack (12 Bags /w cooker),38,3394.52,2016.64,96010
Chicken Style Bits (Unflavored) (12 oz),37,553.15,423.65,21022
Navy Beans (4 lbs),37,1448.18,875.42,12054
Nutritional Yeast Flakes (36 oz),37,2039.41,1293.49,32004
Chicken Style Bits (Unflavored) (44 oz),36,1227.41,867.05,21024
Beefish Quinoa with Mushrooms (2.30 oz),34,168.3,121.38,94071
Chicken Style Chunks (Unflavored) (10 oz),34,508.3,387.26,21062
Chicken Flavored Bits (50 oz),33,1438.39,1019.95,22024
Sausage Flavored Crumbles (50 oz),33,1472.11,1046.41,22074
Split Pea Soup Mix - PLAIN (30 lb. Bulk Box),33,5394.2,2693.15,95036
Split Peas (22 oz),33,646.39,478.75,12022
Dried Shallots (44 lbs),32,11944.39,3529.35,10248
Dried Spinach Flakes (5 lbs),32,3470.02,2558.9,10146
Navy Beans (4 oz),32,156.92,120.76,12050
Textured Soy Protein (Unflavored) (42 oz),32,1097.44,847.52,21084
Italian Vegetable Soup Mix - PLAIN (3.5 oz),31,153.45,116.87,95101
Lentil Soup Mix - PLAIN (25 lb. Bulk Box),31,5185.15,2710.42,95046
Corn Chowder Mix - PLAIN (2.5 oz),30,148.5,111.9,95111
"Dried Mushrooms, Sliced (5 lbs)",30,4965.55,2608.45,10136
Great Northern Beans (4 oz),30,147.02,114.02,12060
Dark Kidney Beans (25 lbs),29,4445.2,1942.21,12076
Dried Celery (10 lbs),29,3388.62,1887.03,10026
Dried Spinach Flakes (20 lbs),29,5329.1,2336.7,10148
Potato Starch (6 oz),29,170.77,127.85,30030
"Dried Zucchini, Diced (20 lbs)",26,5784.22,2459.62,10268
Black Bean Chili Mix - PLAIN (23 lb. Bulk Box),25,4020.33,2159.33,95086
Chicken Style Bits (Unflavored) (3 oz.),25,122.27,105.27,21020
Tomato Powder (44 lb. Wholesale Box),25,7832.93,3741.43,10118
Chicken Style Flakes (Unflavored) (12 oz),24,358.2,276.84,21072
Chickenish Soup Mix - PLAIN (3.5 oz),24,118.8,94.56,95011
Split Peas (5 lbs),24,955.16,557.96,12024
Split Peas (6 oz),24,117.32,88.28,12020
Taco Flavored Bits (25 lbs),24,4700.8,2744.8,20058
Beef Style Bits (Unflavored) (30 lbs.),23,3857.85,2289.25,21018
Dried Corn (20 lbs),23,5340.93,2524.5,10106
Mixed Bean Chili Mix - PLAIN (3.75 oz),23,113.85,89.7,95091
Dried Onions (35 lbs),22,5432.96,2765.96,10088
"Dried Potatoes, Diced (40 lbs)",22,5238.1,2488.1,10038
"Textured Vegetable Protein Pantry Stuffer (8 Varieties, Quart Size)",22,2188.91,1559.49,29012
Beef Style Pieces (Unflavored) (42 oz),21,733.95,547.47,21094
Navy Beans (25 lbs),21,3269.78,1509.77,12056
Sea Salt (10 oz),21,124.95,92.82,30020
Beefish Soup Mix with Mushrooms - PLAIN (12 oz),20,359,259.6,95072
Northern Bean Stew Mix - PLAIN (4 oz),20,99,77.6,95061
Potato Starch (24 oz),20,459,328.8,30032
Vegetable Chili Mix - PLAIN (20 lb. Bulk Box),20,3180.1,1777.3,95126
Vegetable Chili Mix - PLAIN (3.75 oz),20,99,78,95121
Beefish Stew Mix - PLAIN (3 oz),19,94.05,74.48,95021
Chickenish Soup Mix - PLAIN (20 lb. Bulk Box),19,3195.06,2037.77,95016
"Dried Zucchini, Diced (10 lbs)",19,2639.12,1405.83,10266
Sea Salt (8 lbs),18,961.6,618.52,30024
Textured Soy Protein (Unflavored) (2.5 oz.),18,87.62,77,21080
Mixed Bean Chili Mix - PLAIN (23 lb. Bulk Box),17,2780.38,1574.4,95096
Beefish Soup Mix with Mushrooms - PLAIN (3.75 oz),16,79.2,59.2,95071
Dried Sweet Peas (25 lbs),16,4232.84,2435.88,10066
Freeze Dried Super Sweet Corn (19 lb),16,5275.89,2281.89,60128
Bacon Flavored Bits (46 oz),15,663.01,489.01,22054
Beef Style Pieces (Unflavored) (2.5 oz.),15,72.57,63.72,21090
Black Bean Chili Mix - PLAIN (3.75 oz),15,74.25,57.9,95081
Chorizo Flavored Crumbles (60 oz),15,651.77,399.47,22104
"Dried Mushrooms, Bits & Pieces (7 lbs)",15,3186.08,1574.28,10186
"Textured Soy Protein (Non-GMO, Unflavored) (2 oz)",15,89.25,80.55,22080
Custom Blend,14,2683.8,2683.8,7998
Organic Dried Spinach Flakes (20 lbs),14,4427.3,2063.3,70148
Split Peas (35 lbs),14,2381.21,1069.27,12026
Beef Style Pieces (Unflavored) (10 oz),13,194.35,153.79,21092
Dried Broccoli Flowerets (30 lbs),13,5167.35,2108.45,10098
Navy Bean Soup Mix - PLAIN (4 oz),13,64.35,50.7,95051
Sea Salt (38 oz),13,305.35,216.75,30022
Textured Soy Protein (Unflavored) (10 oz),13,194.35,156.91,21082
Dried Leeks (14 lbs),12,1941.86,827.74,10178
Beefish Stew Mix - PLAIN (18 lb. Bulk Box),11,1835.46,1146.53,95026
Chicken Style Flakes (Unflavored) (48 oz),11,366.97,260.05,21074
Northern Bean Stew Mix - PLAIN (25 lb. Bulk Box),11,1801.47,971.52,95066
Organic Dried Kale Flakes (20 lbs.),11,4319.46,2306.46,70328
Organic Dried Sweet Potatoes (40 lbs),11,5399.46,2902.46,70228
Taco Flavored Bits (20 lbs),11,1821.86,1113.35,20056
Beefish Soup Mix with Mushrooms - PLAIN (22 lb. Bulk Box),10,1699.5,839.3,95076
Organic Dried Carrots (40 lbs),10,3569.51,1509.51,70018
Organic Dried Tomato Flakes (25 lbs),10,3919.51,1912.01,70338
Chicken Style Chunks (Unflavored) (15 lbs),9,985.15,654.31,21066
CrockPot 2 Qt. Slow Cooker,9,206.55,98.55,96000
"Dried Mushrooms, Sliced (20 lbs)",9,4394.39,1654.19,10138
Tomato Powder (30 lbs),9,2351.58,1320.09,10116
Chickenish Seasoning (3 lb.),8,879.6,595.84,96012
Shipping Adjustment,8,0,0,99900
Beef Flavored Bits (25 lbs),7,1391.65,801.9,22018
Chicken Style Bits (Unflavored) (30 lbs.),7,1182.85,701.25,21028
"Dried Garlic, Gourmet Minced (50 lb)",7,4409.65,2470.65,10278
Navy Bean Soup Mix - PLAIN (25 lb. Bulk Box),7,1155.66,644.8,95056
"Textured Vegetable Protein Family Pack (8 Varieties, Gallon Size)",7,1539.65,990.78,29014
Tomato Plus Seasoning (3 lb.),7,769.65,521.36,96052
Beef Style Bits (Unflavored) (15 lbs.),6,637.71,425.25,21016
Dried Shallots (12 lbs),6,895.72,479.5,10246
Freeze Dried Green Peas (22 lb),6,2015.71,989.71,60188
Gift Certificate,6,350,350,1876
Potato Starch (5 lbs),6,302.22,203.46,30034
Textured Soy Protein (Unflavored) (15 lbs),6,659.7,459.84,21086
Beef Style Chunks (Unflavored) (12 lbs.),5,549.75,368.2,21036
Beef Style Pieces (Unflavored) (15 lbs.),5,549.75,383.2,21096
Chicken Style Flakes (Unflavored) (30 lbs.),5,839.55,491.05,21078
Dried Leeks (5 lbs),5,527.76,367.71,10176
Organic Dried Onions (35 lbs),5,1903.76,1002.51,70088
"Textured Soy Protein (Non-GMO, Unflavored) (30 lb)",5,892.55,514.05,22088
Beefish Seasoning (3 lb.),4,439.8,297.92,96032
Chorizo Flavored Crumbles (25 lbs),4,799.8,404.8,22108
Dried Chives (10 lbs),4,815.82,360.12,10238
Dried Corn (50 lbs),4,1703.81,683.81,10108
"Dried Red Bell Peppers, OG (30 lbs)",4,1999.8,933.8,70308
Freeze Dried Banana Slices (20 Lb. Wholesale Box),4,1385.8,577.8,50148
Chicken Style Bits (Unflavored) (15 lbs.),3,307.86,200.73,21026
"Dried Mushrooms, Bits & Pieces (20 lbs)",3,1377.87,482.67,10188
Dried Sweet Peas (44 lbs),3,1289.85,701.25,10068
Freeze Dried Soybeans -- Edamame (30 lb),3,1349.85,384.15,60248
Organic Dried Green Bell Peppers (20 lbs),3,1199.85,623.85,70318
Organic Tomato Powder (44 lb. Wholesale Box),3,1799.85,846.87,70118
Textured Soy Protein (Unflavored) (30 lb),3,509.85,317.85,21088
Chicken Flavored Bits (25 lbs),2,391.9,223.9,22028
Chicken Style Flakes (Unflavored) (15 lbs.),2,197.91,125.59,21076
Chili Boost Seasoning (10 lb.),2,449.91,384.61,96073
FREE Bonus Surprise (Limit 1),2,0,0,2084
Tomato Plus Seasoning (10 lb.),2,489.9,259.98,96053
Bacon Flavored Bits (25 lbs),1,159.96,78.71,22058
Beef Style Pieces (Unflavored) (30 lbs.),1,169.95,105.95,21098
Chili Boost Seasoning (3 lb.),1,109.95,99.18,96072
Freeze Dried Apricot Dices (20 Lb. Wholesale Box),1,599.96,102.96,50268
Freeze Dried Blackberries (25 Lb. Wholesale Box),1,749.95,255.45,50328
Freeze Dried Strawberries (15 Lb. Wholesale Box),1,599.95,212.7,50108
"Freeze-Dried Mushrooms, Sliced (10 lb)",1,429.95,96.35,60268
Sausage Flavored Crumbles (25 lbs),1,199.95,114.2,22078
"Textured Soy Protein (Non-GMO, Unflavored) (15 lbs)",1,119.95,80.49,22086
Tomato Plus Seasoning (25 lb.),1,399.96,114.67,96054
