Name,Sold,Amount,Profit,Id
Dried Carrots (15 oz),123,2429.93,1634.32,10012
Dried Tomato Dices (2 oz),120,547.97,419.73,10150
Flavored Plant-Based Protein Sampler (6 ZIP Pouches),115,2773.77,1794.57,29020
Freeze Dried Super Sweet Corn (8 oz),115,2215.14,1421.84,60122
Dried Broccoli Flowerets (30 oz),111,5183.67,2937.34,10094
"Dried Garlic, Gourmet Minced (6 oz)",109,860.47,625.09,10270
"Clear ZIP Pouches, 1 Cup Size (50 Count)",107,961.1,426.1,90100
Organic Dried Red Beet Dices (16.5 oz),105,2793.29,1929.2,70022
Dried Celery (8 oz),104,2068.82,1433.28,10022
"Dried Peppers, Mixed (10 oz)",103,2119.11,1421.78,10052
Dried Sweet Peas (4 oz),99,631.05,460.14,10060
Organic Dried Spinach Flakes (2.75 oz),99,1963.09,1523.77,70142
Dried Chives (2 oz),98,1257.44,902.06,10232
"Dried Potatoes, Diced (40 oz)",96,3616.59,2243.59,10034
Black Beans (4 lbs),95,3535.5,2245.4,12044
Dried Spinach Flakes (4 oz),95,1388.89,932.79,10142
Freeze Dried Soybeans (8 oz),95,2093.25,1291.7,60242
Dried Spinach Flakes (16 oz),94,2876.7,1905.88,10144
Mama Mia Italian Vegetable Soup (2 oz),94,462.8,354.7,94101
Dried Cabbage (24 oz),93,2643.61,1700.59,10124
"Dried Garlic, Gourmet Minced (20 oz)",92,2665.56,1738.96,10272
Dried Green Beans (2 oz),92,537.5,423.98,10070
"Clear Jug, 1 Gallon Size (1 Count)",91,481.39,273,90300
"Dried Sweet Potatoes, Jug (64 oz)",91,5044.08,2807.56,10224
Dark Kidney Beans (25 lbs),90,14135.53,5469.43,12076
"Organic Vegetable Pantry Stuffer (8 Varieties, Quart Size)",90,12578.93,6760.18,79016
Freeze Dried Mangoes (4 oz),89,2190.36,1435.2,50162
Organic Freeze-Dried Apple Dices (3 oz),89,2214.84,1501.05,70122
Sliced Shiitake Mushrooms (1.75 oz.),89,1775.55,1164.12,11022
Dried Tomato Dices (8 oz),88,1575.42,1105.58,10152
Sausage Flavored Crumbles (3 oz),88,316.7,239.26,22070
"Dried Sweet Potatoes, Jar (19.5 oz)",87,2252.65,1496.08,10222
Value Soup Variety Pack (12 Bags),87,5703.32,3524.2,96020
Chicken Flavored Bits (3 oz),86,318.25,243.43,22020
Dried Corn (5 oz),84,595.8,418.52,10100
Dried Tomato Dices (32 oz),84,3517.28,2113.36,10154
Black Beans (16 oz),82,1221.42,714.66,12042
Deluxe Plant-Based Protein Sampler (12 ZIP Pouches),82,3092.56,1833.82,29040
Organic Freeze-Dried Pineapple Dices (4 oz),81,1934.83,1130.31,70172
Bacon Flavored Bits (3 oz),80,284.8,216.8,22050
"Clear ZIP Pouches, 2.5 Cup Size, Heavy Duty (50 Count)",79,1164.79,532.79,90101
"Dried Potatoes, Diced (10.5 oz)",79,1208.05,798.26,10032
Freeze-Dried Grape Halves (9.45 oz),79,2051.03,894.47,50422
Soup & Chili Mix Sampler (12 ct),79,3398.6,2186.4,96070
Dried Jalapeno Dices (28 oz),78,3739.65,2246.82,10164
Freeze Dried Pineapple Dices (5 oz),78,1997.99,1081.19,51172
Tomato Powder (5 lbs),78,5843.95,3206.24,10114
Dried Butternut Squash (3 oz),77,416.15,323.54,10290
"Dried Potatoes, Diced (2.25 oz)",77,302.97,243.24,10030
Black Bean Flakes (11.5 oz),76,984.2,590.52,12002
Super Savory Split Pea Soup (7 oz),76,591.4,412.04,94020
Dried Cabbage (6 oz),75,1011.25,746.49,10122
"Dried Potatoes, Sliced (10 lbs)",75,6025.71,2835.21,10046
Lentils (25 lbs),75,10586.72,3946.22,12016
Beef Flavored Bits (14 oz),74,1240.59,811.39,22012
Dried Onions (58 oz),74,3904.75,2215.93,10084
"Mushroom Pantry Stuffer (7 Varieties, Quart Size)",74,8877.91,5502.77,11092
Tomato Powder (24 oz),74,2249.98,1496.9,10112
Dried Vegetable Soup Mix (30 lbs),73,23033,9418.9,10218
Lentils (4 oz),73,288.35,221.19,12010
Dried Green Beans (8 oz),72,1773.96,1244.1,10072
"Dried Peppers, Mixed (25 lbs)",72,21221.41,8393.41,10058
Bean & Legume Sampler (8 ZIP Pouches),71,2024.01,1243.93,19020
"Clear Jar, 1 Quart Size (1 Count)",71,209.45,136.32,90200
"Dried Red Bell Peppers, OG (12 oz)",71,2033.23,1363.84,70302
Garbanzo Beans (4 lbs),71,2580.69,1576.04,12094
Chicken Style Chunks (Unflavored) (46 oz),70,1918.34,1059.44,21064
"Dried Zucchini, Diced (10 oz)",70,1445.76,947.76,10262
Organic Dried Carrots (13.8 oz),70,1781.58,1216.23,70012
Black Bean Flakes (2.5 oz),68,200.6,148.92,12000
Dried Green Beans (30 oz),68,3737.81,2222.62,10074
Pinto Beans (4 lbs),68,2576.74,1539.06,12084
Beef Flavored Bits (46 oz),67,2450.31,1440.62,22014
Black Bean Flakes (46 oz),67,2538.78,1740.81,12004
Freeze-Dried Mushroom Dices (1.5 oz.),67,1397.55,1035.75,60272
Beef Flavored Bits (3 oz),66,244.32,186.9,22010
Chicken Flavored Bits (50 oz),66,2431.09,1594.21,22024
"Deluxe Fruit Assortment (12 Jars, Quart Size)",66,14946.31,8123.82,50124
Red Beans (25 lbs),66,9662.55,3653.91,12036
Dried Jalapeno Dices (6 oz),65,1134.47,760.47,10162
Lentils (3.75 lbs.),65,2498.84,1617.44,12014
Bacon Flavored Bits (14 oz),63,1046.72,676.91,22052
"Dried Mushrooms, Bits & Pieces (24 oz)",63,4127.01,2491.53,10184
Organic Dried Onions (15.75 oz),63,1776.85,1267.27,70082
Pinto Bean Flakes (48 oz),63,2466.9,1688.22,12204
BACKPACKING Soup & Chili Kit (18 ct),61,4111.32,2644.52,96030
Great Northern Bean Stew (2.85 oz),60,297,221.4,94061
Chicken Flavored Bits (15 oz),59,994.61,640.61,22022
Greek Lentil Soup with Quinoa (6 oz),59,465.05,325.81,94025
Southwest Style Mixed Bean Chili (5.5 oz),59,469.05,349.28,94050
"Textured Soy Protein (Non-GMO, Unflavored) (10 oz)",59,691.81,507.14,22082
Dried Leeks (.5 oz),58,229.1,197.4,10170
Dried Red Cabbage (2.2 oz),58,267.1,193.38,10320
Dried Celery (33 oz),56,2547.4,1481.71,10024
Freeze Dried Papaya (3 oz),55,1103.77,703.92,50242
Garden Veggie Chickenish Soup (2.15 oz),54,267.3,192.78,94011
Dried Cabbage (8 lbs),53,5213.39,2891.29,10126
"Organic Fruit Assortment (4 Varieties, Quart Size)",52,4690.03,2575.67,79026
Sausage Flavored Crumbles (15 oz),52,969.74,652.54,22072
Soup & Chili Mix Pantry Stuffer (12 ct),52,8835.33,4671.33,96060
Dried Sweet Peas (16 oz),51,1308.29,872.93,10062
Dried Sweet Peas (62 oz),51,3095.22,1693.04,10064
Pinto Bean Flakes (3 oz),51,150.45,106.59,12200
Taco Flavored Bits (20 oz),51,933.87,569.22,20052
Black Beans (4 oz),50,197.5,147.5,12040
Dried Red Cabbage (9 oz),50,853.74,526.8,10322
"Vegetable Pantry Stuffer (16 Varieties, Quart Size)",50,10562.95,5255.55,19016
"Dried Mushrooms, Sliced (14 oz)",49,2636.75,1529.88,10134
Freeze Dried Banana Powder (4 Cups / 64 Tbs),49,2401.98,1116.22,50141
Garbanzo Beans (4 oz),49,193.55,144.55,12090
Hearty Texas Beefish Stew (2.4 oz),49,242.55,162.19,94021
Unbelievable Black Bean Chili (5.35 oz),49,389.55,287.63,94045
Dried Corn (12 oz),48,1010.72,642,10102
"Dried Mushrooms, Bits & Pieces (6 oz)",48,1419.64,971.8,10182
"Orchard Fruit Assortment (4 Varieties, Quart Size)",48,3897.95,2187.65,50112
Organic Dried Tomato Flakes (10 oz),48,1187.6,863.49,70332
"Bean & Legume Pantry Stuffer (8 Varieties, Quart Size)",47,4474.43,2028.01,19021
Dried Corn (50 lbs),46,23427.09,9576.59,10108
Unflavored Plant-Based Protein Sampler (6 ZIP Pouches),46,973.25,592.83,29030
"Flavored Plant-Based Protein Pantry Stuffer (6 Varieties, Quart Size)",45,3352.12,1570.07,29022
Freeze Dried Strawberry Powder (4 Cups / 64 Tbs),45,2281.1,1165.1,50101
Garbanzo Beans (16 oz),45,668.27,386.57,12092
Garbanzo Beans (25 lbs),45,7279.31,3103.76,12096
Lentils (16 oz),45,672.75,398.7,12012
Creamy Good Corn Chowder (1.6 oz),44,217.8,158.4,94111
Two Free Zips! Potato Dices and Butternut Squash,44,0,0,1003010290
Verylicious Veggie Chili (5 oz.),44,345.8,252.08,94065
"Dried Zucchini, Diced (43 oz)",43,2472.92,1434.3,10264
Beef Style Chunks (Unflavored) (2.5 oz),42,144.33,115.35,21030
Italian Vegetable Soup Mix - PLAIN (12.5 oz),41,817.95,542.84,95102
Red Beans (4 lbs),41,1578.01,957.68,12034
Tomato Powder (44 lb. Wholesale Box),41,18982.17,7627.22,10118
Dried Leeks (3 oz),40,514.12,373.16,10172
Gourmet Lion's Mane Mushroom Powder & Bits (Pom Pom) (4 Cups),40,780.64,436.24,11072-2
Chorizo Flavored Crumbles (4 oz),39,180.31,133.12,22100
Dark Kidney Beans (60 oz.),39,1480.12,845.2,12074
Dried Carrots (20 lbs),39,6522.33,3167.07,10016
"Dried Potatoes, Sliced (24 oz)",39,1030.83,614.7,10044
Organic Dried Green Bell Peppers (8 oz),39,1047.71,686.6,70312
Sausage Flavored Crumbles (50 oz),39,1471.03,967.93,22074
Dried Carrots (40 lbs),38,10807.62,4576.02,10018
"Dried Potatoes, Diced (20 lbs)",38,5471.3,2562.78,10036
Gourmet Lion's Mane Mushrooms (Pom Pom) (2.25 oz.),38,940.62,613.44,11072
Dried Corn (48 oz),37,2308.31,1343.02,10104
Beefish Quinoa with Mushrooms (2.30 oz),35,173.25,124.95,94071
"Tropical Fruit Medley (4 Jars, Quart Size)",35,2874.65,1681.99,50114
Chicken Style Bits (Unflavored) (30 lbs.),34,4721.26,2382.06,21028
Freeze Dried Raspberry Powder (4 Cups / 64 Tbs),34,2785.5,1092.92,50191
Hearty Texas Beefish Stew (4.85 oz),34,270.3,183.94,94015
"Dried Potatoes, Diced (40 lbs)",33,8621.73,3704.73,10038
Dried Sweet Potatoes (25 lbs),33,7614.5,3404.93,10226
Freeze Dried Blueberry Powder (4 Cups / 64 Tbs),33,2395.05,1054.59,50181
Pinto Beans (25 lbs),33,5106.25,2209.18,12086
"Textured Soy Protein (Non-GMO, Unflavored) (2 oz)",33,126.66,107.52,22080
Bacon Flavored Bits (46 oz),32,1200.58,710.98,22054
Creamy Good Corn Chowder (3.25 oz.),32,254.4,177.28,94060
Dried Green Beans (10 lbs),32,6697.47,3618.49,10076
Organic Tomato Powder (24 oz),32,1482.44,977.85,70112
Oyster Mushrooms (1.75 oz.),32,638.4,456.96,11032
Portabella Mushrooms (1.75 oz.),32,638.4,467.52,11062
Taco Flavored Bits (4 oz),32,147.62,114.34,20050
Verylicious Veggie Chili (2.5 oz),32,158.4,120,94121
Dried Red Cabbage (30 oz),31,1082.63,527.21,10324
Garden Veggie Chickenish Soup (4.35 oz),31,246.45,183.83,94010
Southwest Style Mixed Bean Chili (2.75 oz),31,153.45,116.25,94091
Tomato Plus Seasoning (3.75 oz),31,358.49,290.85,96051
Unbelievable Black Bean Chili (2.65 oz),31,153.45,115.94,94081
Chorizo Flavored Crumbles (16 oz),30,556.71,351.51,22102
Greek Lentil Soup with Quinoa (3 oz),30,148.5,109.8,94041
Red Beans (16 oz),30,444.02,258.32,12032
Pinto Beans (4 oz),29,114.55,84.39,12080
Red Beans (4 oz),29,114.55,85.84,12030
Seasoning Kit (4 count),29,1230.35,748.87,96081
Split Pea Soup Mix - PLAIN (21 oz),29,578.55,390.92,95032
Super Savory Split Pea Soup (3.5 oz),28,138.6,102.2,94031
Taco Flavored Bits (78 oz),28,1441.9,820.86,20054
Captain John's Navy Bean Soup (5.9 oz),27,214.65,155.52,94030
"Cookbook: Soup Mixes, Using Dehydrated Products",27,615.06,371.25,96300
Italian Vegetable Soup Mix - PLAIN (3.5 oz),27,133.65,101.79,95101
Soup & Chili Mix Sampler COMBO,27,1720.89,943.56,96079
Dried Jalapeno Dices (30 lbs),26,13043.91,6400.51,10168
Dried Leeks (12 oz),26,644.5,418.56,10174
Dried Tomato Dices (25 lbs),26,7310.54,2837.29,10158
Navy Beans (16 oz),26,388.7,226.72,12052
Champignon Mushrooms (2.25 oz.),25,498.75,354,11052
Chili Boost Seasoning (3.25 oz),25,295.75,242.48,96071
Gourmet Maitake Mushrooms (1.5 oz.),25,498.75,332.28,11012
Chickenish Seasoning (5.5 oz),24,271.56,136.92,96011
Dark Kidney Beans (16 oz),24,358.8,205.2,12072
Dried Celery (10 lbs),24,3669.67,1934.31,10026
Dried Onions (35 lbs),24,7474.68,3199.08,10088
Great Northern Beans (4 oz),24,94.8,68.4,12060
Nutritional Yeast Flakes (2 oz),24,142.8,105.36,32000
Pinto Beans (16 oz),24,354.32,208.88,12082
Textured Soy Protein (Unflavored) (42 oz),24,539.04,280.8,21084
Captain John's Navy Bean Soup (2.95 oz),23,113.85,85.56,94051
Dried Tomato Dices (12 lbs),23,3796.9,1886.28,10156
"Flavored Plant-Based Protein Family Pack (6 Varieties, Gallon Size)",23,4367.66,2196.11,29024
Great Northern Beans (16 oz),23,343.85,201.25,12062
Non-Kosher Freeze-Dried Green Peas (22 lb),23,3814.01,796.64,60188N
PHONE CUSTOM PRODUCT,23,-6198.72,-6198.72,0
Beef Style Bits (Unflavored) (40 oz),22,623.02,404.34,21014
Beefish Quinoa with Mushrooms (4.65 oz),22,174.9,121.22,94040
Dark Kidney Beans (4 oz),22,86.9,62.92,12070
Great Northern Bean Stew (5.75 oz),22,174.9,124.52,94035
Chicken Style Chunks (Unflavored) (10 oz),21,253.89,168,21062
Vegetable Chili Mix - PLAIN (12.5 oz),21,418.95,286.02,95122
Beef Style Chunks (Unflavored) (48 oz.),20,629.2,349.8,21034
Black Bean Chili Mix - PLAIN (13.5 oz),20,399,271,95082
"Dried Peppers, Mixed (14 lbs)",20,3817.16,1862.46,10056
Dried Vegetable Soup Mix (16 lbs),20,4195.85,2206.81,10216
Nutritional Yeast Flakes (10 oz),20,539,385.4,32002
Beef Flavored Bits (25 lbs),19,3462.38,1685.88,22018
Black Bean Flakes (18 lbs),19,2887.78,1743.03,12006
Dried Broccoli Flowerets (30 lbs),19,8734.83,3752.93,10098
Great Northern Beans (4 lbs),19,729.08,428.12,12064
Lentil Soup Mix - PLAIN (14.5 oz),19,379.05,256.5,95042
Lentil Soup Mix - PLAIN (25 lb. Bulk Box),19,3318.27,1427.82,95046
Lentil Soup Mix - PLAIN (4 oz),19,94.05,72.77,95041
Navy Beans (4 oz),19,75.05,53.58,12050
"Vegetable Family Pack (16 Varieties, Gallon Size)",19,10899.06,5196.31,19017
Chickenish Soup Mix - PLAIN (12 oz),18,359.1,245.52,95012
Corn Chowder Mix - PLAIN (10 oz),18,359.1,234.9,95112
Dried Jalapeno Dices (8 lbs),18,2771.7,1485.9,10166
Navy Bean Soup Mix - PLAIN (15 oz),18,359.1,244.8,95052
Beefish Seasoning (4.5 oz),17,195.19,113.01,96031
Chicken Style Bits (Unflavored) (3 oz.),17,62.08,50.52,21020
Corn Chowder Mix - PLAIN (14 lb. Bulk Box),17,2788.5,1193.35,95116
Dried Celery (25 lbs),17,5653.01,2568.76,10028
Mixed Bean Chili Mix - PLAIN (15 oz),17,339.15,235.62,95092
Split Peas (6 oz),17,67.15,41.31,12020
"Unflavored Plant-Based Protein Pantry Stuffer (6 Varieties, Quart Size)",17,1091.29,588.77,29032
Freeze Dried Banana Slices (20 Lb. Wholesale Box),16,5843.29,1654.49,50148
Dried Butternut Squash (20 lb),15,2939.34,1300.84,10296
Freeze Dried Pineapple Powder & Bits (4 Cups),15,397.06,-83.84,50171-2
Freeze Dried Strawberries (15 Lb. Wholesale Box),15,8693.33,2441.33,50108
Chorizo Flavored Crumbles (60 oz),14,624.42,339.1,22104
Dried Onions (18 lbs),14,2411.97,1103.57,10086
Dried Spinach Flakes (5 lbs),14,1273.39,717.17,10146
Italian Vegetable Soup Mix - PLAIN (20 lb. Bulk Box),14,2297.6,926.42,95106
Split Peas (22 oz),14,251.3,152.04,12022
Beefish Stew Mix - PLAIN (10.5 oz),13,259.35,179.92,95022
Black Bean Chili Mix - PLAIN (23 lb. Bulk Box),13,2332.15,1084.93,95086
Chicken Flavored Bits (25 lbs),13,2279.46,1070.46,22028
Potato Starch (6 oz),13,77.35,58.11,30030
Split Peas (5 lbs),13,528.15,257.49,12024
"Bean & Legume Family Pack (8 Varieties, Gallon Size)",12,3662.4,1808.35,19022
Beef Style Chunks (Unflavored) (25 lbs.),12,1828.52,682.52,21038
Chicken Style Bits (Unflavored) (44 oz),12,336.96,216.84,21024
Dried Chives (10 lbs),12,2675.46,1174.86,10238
Mixed Bean Chili Mix - PLAIN (23 lb. Bulk Box),12,1993.84,932.8,95096
Navy Bean Soup Mix - PLAIN (4 oz),12,56.9,44.3,95051
BACKPACKING Soup & Chili Kit COMBO,11,989.56,486.31,96035
Beef Style Bits (Unflavored) (10 oz.),11,133.42,95.14,21012
Chicken Style Chunks (Unflavored) (15 lbs),11,1079.53,526.89,21066
Chickenish Soup Mix - PLAIN (3.5 oz),11,54.45,43.34,95011
Dried Broccoli Flowerets (12 lbs),11,2375.5,1214.76,10096
Dried Spinach Flakes (20 lbs),11,3007.15,1187.75,10148
Navy Beans (25 lbs),11,1900.27,887.83,12056
Navy Beans (4 lbs),11,429.46,259.18,12054
Beef Style Chunks (Unflavored) (12 oz.),10,140.56,90.76,21032
Custom Blend,10,1850,1850,7998
Freeze Dried Pineapple Powder (4 Cups / 64 Tbs),10,593.16,225.36,50171
Sea Salt (10 oz),10,59.5,44.2,30020
Chicken Style Bits (Unflavored) (12 oz),9,111.39,79.89,21022
Deluxe Soup Variety Pack (12 Bags /w cooker),9,894.2,503.4,96010
Freeze Dried Strawberry Powder & Bits (4 Cups),9,225,-0.54,50101-2
Northern Bean Stew Mix - PLAIN (16 oz),9,179.55,121.95,95062
Split Pea Soup Mix - PLAIN (30 lb. Bulk Box),9,1511.58,651.73,95036
Textured Soy Protein (Unflavored) (10 oz),9,104.94,67.95,21082
Chicken Style Chunks (Unflavored) (30 lbs.),8,1378.64,607.44,21068
Corn Chowder Mix - PLAIN (2.5 oz),8,39.6,29.84,95111
Dried Corn (20 lbs),8,1909.66,905.94,10106
Beefish Soup Mix with Mushrooms - PLAIN (12 oz),7,139.65,91.77,95072
Beefish Stew Mix - PLAIN (3 oz),7,34.65,27.44,95021
Champignon Mushroom Powder & Bits (4 Cups),7,139.65,99.12,11052-2
Chicken Style Flakes (Unflavored) (4 oz.),7,32.2,24.78,21070
CrockPot 2 Qt. Slow Cooker,7,174.65,90.65,96000
Northern Bean Stew Mix - PLAIN (4 oz),7,34.65,27.16,95061
Pinto Bean Flakes (18 lbs),7,1155.66,731.39,12206
Royal Trumpet Mushrooms (1.5 oz.),7,139.65,93.06,11042
Textured Soy Protein (Unflavored) (2.5 oz.),7,26.48,22.35,21080
Tomato Powder (30 lbs),7,2868.05,1520.97,10116
Vegetable Chili Mix - PLAIN (20 lb. Bulk Box),7,1151.68,524.06,95126
Beef Style Bits (Unflavored) (2.5 oz),6,21.75,17.67,21010
Beefish Stew Mix - PLAIN (18 lb. Bulk Box),6,1029.31,515.53,95026
Dried Leeks (14 lbs),6,1198.14,496.04,10178
"Dried Mushrooms, Bits & Pieces (7 lbs)",6,1299.74,659.27,10186
Dried Red Cabbage (9 lbs),6,719.73,325.29,10326
Freeze Dried Papaya Powder & Bits (4 Cups),6,150,37.86,50241-2
Mixed Bean Chili Mix - PLAIN (3.75 oz),6,29.7,23.4,95091
Nutritional Yeast Flakes (36 oz),6,402.21,265.53,32004
Organic Dried Spinach Flakes (20 lbs),6,3176.5,1533.88,70148
Two Free Zips! Tomato Powder and Vegetable Soup Mix,6,0,0,1011010210
"Unflavored Plant-Based Protein Family Pack (6 Varieties, Gallon Size)",6,1001.26,600.34,29034
Beef Style Pieces (Unflavored) (2.5 oz.),5,13.59,10.64,21090
Beefish Soup Mix with Mushrooms - PLAIN (22 lb. Bulk Box),5,899.75,372.95,95076
Black Bean Chili Mix - PLAIN (3.75 oz),5,24.75,19.3,95081
Chicken Style Bits (Unflavored) (15 lbs.),5,399.79,221.24,21026
"Dried Mushrooms, Sliced (5 lbs)",5,1199.75,673.45,10136
Freeze Dried Apple Powder & Bits (4 Cups),5,125,36.2,50121-2
Freeze Dried Banana Powder & Bits (4 Cups),5,125,57.7,50141-2
Freeze Dried Super Sweet Corn (19 lb),5,1983.75,1193.99,60128
Oyster Mushroom Powder & Bits (4 Cups),5,99.75,71.4,11032-2
Bacon Flavored Bits (25 lbs),4,699.83,317.83,22058
Beef Style Pieces (Unflavored) (15 lbs.),4,296.84,163.6,21096
Beefish Seasoning (3 lb.),4,435.4,284.69,96032
Chicken Style Chunks (Unflavored) (3 oz),4,14.24,11.04,21060
Chicken Style Flakes (Unflavored) (12 oz),4,55.33,37.77,21072
"Dried Red Bell Peppers, OG (30 lbs)",4,2731.4,1322.46,70308
Dried Shallots (12 lbs),4,818.62,414.86,10246
Dried Sweet Peas (25 lbs),4,1087.84,488.68,10066
Dried Sweet Peas (44 lbs),4,1693.28,618.08,10068
"Dried Zucchini, Diced (20 lbs)",4,919.84,364.24,10268
Freeze Dried Apple Dices (20 Lb. Wholesale Box),4,2919.8,971,50128
Freeze Dried Mango Powder & Bits (4 Cups),4,100,-2.52,50161-2
Freeze Dried Peach Powder & Bits (4 Cups),4,100,-27.12,50281-2
Freeze Dried Raspberries (20 Lb. Wholesale Box),4,4532.32,1184.32,50198
Freeze Dried Raspberry Powder & Bits (4 Cups),4,100,-18.72,50191-2
Northern Bean Stew Mix - PLAIN (25 lb. Bulk Box),4,683.81,287.13,95066
Organic Dried Green Bell Peppers (20 lbs),4,2177.8,1076.2,70318
Organic Dried Kale Flakes (20 lbs.),4,1939.8,971.21,70328
Organic Dried Pumpkin Dices (50 lbs),4,2735.83,1079.35,70038
Organic Freeze-Dried Raspberries (20 Lb. Wholesale Box),4,5147.8,2279.8,70198
Shiitake Mushroom Powder & Bits (4 Cups),4,79.8,52.32,11022-2
Shipping Adjustment,4,0,0,99900
Taco Flavored Bits (25 lbs),4,791.8,465.8,20058
Beef Style Chunks (Unflavored) (12 lbs.),3,274.87,165.94,21036
Beef Style Pieces (Unflavored) (42 oz),3,80.88,54.24,21094
Beefish Soup Mix with Mushrooms - PLAIN (3.75 oz),3,14.85,11.1,95071
Chili Boost Seasoning (3 lb.),3,329.85,297.54,96072
"Dried Mushrooms, Bits & Pieces (20 lbs)",3,1420.68,513.88,10188
"Freeze-Dried Mushrooms, Sliced (10 lb)",3,1819.87,584.77,60268
Organic Dried Carrots (40 lbs),3,1347.87,563.89,70018
Organic Dried Tomato Flakes (25 lbs),3,1157.87,474.98,70338
Organic Freeze-Dried Banana Dices (20 Lb. Wholesale Box),3,1225.36,438.16,70108
Organic Freeze-Dried Blueberries (25 Lb. Wholesale Box),3,2809.85,928.85,70188
Portabella Mushroom Powder & Bits (4 Cups),3,59.85,43.83,11062-2
Potato Starch (24 oz),3,74.85,53.34,30032
Royal Trumpet Mushroom Powder & Bits (4 Cups),3,59.85,39.9,11042-2
Sea Salt (38 oz),3,119.85,81.27,30022
Split Pea Soup Mix - PLAIN (5.25 oz),3,14.85,11.46,95031
Taco Flavored Bits (20 lbs),3,509.85,316.62,20056
Beef Style Bits (Unflavored) (30 lbs.),2,224.92,88.52,21018
Beef Style Pieces (Unflavored) (10 oz),2,23.32,17.08,21092
Beef Style Pieces (Unflavored) (30 lbs.),2,224.92,96.92,21098
Beefish Seasoning (10 lb.),2,463.92,175.12,96033
Chicken Style Flakes (Unflavored) (48 oz),2,78.3,48.08,21074
Chickenish Soup Mix - PLAIN (20 lb. Bulk Box),2,359.9,192.6,95016
Chorizo Flavored Crumbles (25 lbs),2,459.9,229.4,22108
Dried Leeks (5 lbs),2,179.91,115.89,10176
Dried Red Cabbage (25 lb),2,470.32,107.32,10328
Dried Shallots (44 lbs),2,1007.92,348,10248
"Dried Zucchini, Diced (10 lbs)",2,313.91,162.53,10266
Freeze Dried Blueberry Powder & Bits (4 Cups),2,50,-29.12,50181-2
Freeze Dried Cherries (30 Lb. Wholesale Box),2,1659.9,556.3,50368
Freeze Dried Peach Dices (20 lb. Wholesale Box),2,1599.9,485.5,50288
